"ETL_ID","DELETE_FLAG","ID","ISDELETED","MASTERRECORDID","NAMEX","TYPEX","RECORDTYPEID","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","FAX","ACCOUNTNUMBER","WEBSITE","SIC","INDUSTRY","ANNUALREVENUE","NUMBEROFEMPLOYEES","OWNERSHIP","TICKERSYMBOL","DESCRIPTION","RATING","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","CIF","POTENCIAL_DE_FINANCIACI_N","POTENCIAL_FINANCIACI_N_CETELEM","CONDICI_N_ESPECIAL","NUMERO_DE_CADENA","ADELANTING","AGENTE","ANTIGUEDAD","SANASO","N_RETRASO","COMPRA_VENTA","CONCESIONARIO","CREDITO_POST_VENTA","CREDITO_STOCK","N_RECOBRO","CUENTA_CORRIENTE_20_DIGITOS","N_CONTENCIOSO","SANAS","RETRASO","ESTIMACION_DE_VENTAS_ANUALES","EXTENSIONDEGARANTIA","FILIAL","MIEMBRO_DE_GRUPO","MANTENIMIENTO","PROPIEDAD","MARCA","METROS_CUADRADOS","METROS_CUADRADOS_EXPOSICION","OTROS_SEGUROS_1","OTROS_SEGUROS_2","PRIVADO","RAZON_SOCIAL","RENTING","SEGURO_AUTOMOVIL","SEGURO_AUTOMOVIL_CORREDURIA_AG","SEGURO_AUTOMOVIL_FINANCIERA_MA","RECOBRO","CONTENCIOSO","TARJETAS","VN","VO","CABECERA_DE_GRUPO","CABECERA_DE_UNION","CABECERA_DE_CADENA","NUMERO_DE_GRUPO","NUMERO_DE_UNION","UNIONB","RED","N_RIESGO_VIVO_TOTAL","SITUACION","ZONA","NOMBRE_CADENA","IMPAGADOS_MES","IMPAGADOS_6_MESES","VALORACION_RIESGO","SECTOR","SITUACION_DESDE","NOMBRE_UNION","FECHA_DE_ENTRADA","NOMBRE_GRUPO","N_CARTERA","TELEMATICA","N_AGENCIA","ULTIMA_FINANCIACION","ALERTA","SITUACION_DE_RIESGO","FECHAPOSICIONACTUAL","AGENCIA","CARTERA","TEMPORAL","ACTIVIDAD_ANTERIOR","RASERO","NOCLIENTESNUEVOS","OPER_FIN_MES","NOMBRE_DE_CADENA","NOMBRE_DE_GRUPO","NOMBRE_DE_UNION","FINANCIADOMESPASADO","FINANCIADOMESPASADOANOPASADO","DIA_MAYOR_20","OPERACIONESFINANCIADAS","RECIBIDOCLASICOACTUAL","FINANCIADOCLASICOACTUAL","FINANCIADOANOPASADO","CTX_PORCENTAJE","REC_PORCENTAJE","SANA_PORCENTAJE","OPERACIONESRECIBIDAS","CRECIMIENTO","PRODUCCIONENERO","PRODUCCIONFEBRERO","PRODUCCIONMARZO","PRODUCCIONABRIL","PRODUCCIONMAYO","PRODUCCIONJUNIO","PRODUCCIONJULIO","PRODUCCIONAGOSTO","PRODUCCIONSEPTIEMBRE","PRODUCCIONOCTUBRE","PRODUCCIONNOVIEMBRE","PRODUCCIONDICIEMBRE","SEGMENTO","RECIBIDOTARJETAACTUAL","MIX_CLASICO","ACTIVIDAD_ACTUAL","DNIDIRIGENTE","NOMBREDIRIGENTE","OPERACIONESPRIMAUNICA","PRODUCCIONENEROPAS","PRODUCCIONFEBREROPAS","PRODUCCIONMARZOPAS","PRODUCCIONABRILPAS","PRODUCCIONMAYOPAS","PRODUCCIONJUNIOPAS","PRODUCCIONJULIOPAS","PRODUCCIONAGOSTOPAS","PRODUCCIONSEPTIEMBREPAS","PRODUCCIONOCTUBREPAS","PRODUCCIONNOVIEMBREPAS","PRODUCCIONDICIEMBREPAS","FINANCIADOTARJETAACTUAL","OPERACIONESRECIBIDASTARJETA","OPERACIONESRECIBIDASCLASICO","OPERACIONESFINANCIADASTARJETA","OPERACIONESFINANCIADASCLASICO","OPERACIONESASEGURADAS","CONTENCIOSOTARJETA","RECOBRO_TARJETA","RIESGO_TARJETA","NOFIDELIZADOSENERO","NOFIDELIZADOSFEBRERO","NOFIDELIZADOSMARZO","NOFIDELIZADOSABRIL","NOFIDELIZADOSMAYO","NOFIDELIZADOSJUNIO","NOFIDELIZADOSJULIO","NOFIDELIZADOSAGOSTO","NOFIDELIZADOSSEPTIEMBRE","NOFIDELIZADOSOCTUBRE","NOFIDELIZADOSDICIEMBRE","NOFIDELIZADOSNOVIEMBRE","RESTRICCION","TASATRANSFORMACION","CORRECIONTTRANSF","N_CADENA_INT","N_GRUPO_INT","N_UNION_INT","RECIBIDO_1","RECIBIDO_2","RECIBIDO_3","RECIBIDO_4","RECIBIDO_5","RECIBIDO_6","RECIBIDO_SUMA","FINANCIADO_SUMA_1","FINANCIADO_SUMA_2","FINANCIADO_SUMA","RECIBIDO_SUMA_HIST","RECIBIDO_CUENTA_HIST","N_CARTERA_INT","AVISO_ALERTA","CENTRO_DE_CAPTACI_N","OPERACIONES_RECIBIDAS_CLASICO","OPERACIONES_RECIBIDAS_TARJETA","OPERACIONES_FINANCIADAS_CLASIC","N_VENDEDOR","EJE_OBJETIVO1_VCA","EJE_OBJETIVO2_VCA","EJE_OBJETIVO3_VCA","VALORACI_N_OBJETIVO1_VCA","VALORACI_N_OBJETIVO3_VCA","VALORACI_N_OBJETIVO2_VCA","MES_OBJETIVO_VCA","CESP_AUTORIZADA","TIPO_DE_CESP","SOCIEDAD","GRATUITO_TOTAL","PRODUCCI_N_G_3M","PRODUCCION_CLASICO","INTERES_CLIENTE_DEL","DE_G_3M","PRODUCCION_GRATUITO","DE_G_DE_MAS_DE_3M","IMPDUR_INTER_S_CLIENTE","IMPDUR_GRATUITO","PLAZO_MEDIO_INTER_S_CLIENTE","PLAZO_MEDIO_GRATUITO","CENTRO_CAPTACI_N_SUBGRUPO","PRUEBA_AUTOFECHA","PRODUCCI_N_DE_GRATUITO_3M","OBJETIVO_DE_PROD_INTER_S_CLIEN","OBJETIVO_DE_PROD_GRATUITO","OBJETIVO_DE_PLAZO_MEDIO_INTER","OBJETIVO_DE_PLAZO_MEDIO_GRATUI","OBJETIVO_DE_PROD_GRATUITO_3M","OBJETIVO_DE_PROD_GRATUITO_MAS","OBJETIVO_DE_DE_GRATUITO","OBJETIVO_DE_DE_INTER_S_CLIENTE","CUMPLE_INTERES_CLIENTE","OBJETIVO_DE_PRODUCCI_N_DEL_MES","CUMPLE_OBJETIVO_DE_PRODUCCI_N","CUMPLE_OBJETIVO_DE_GRATUITO","CUMPLE_OBJETIVO_DE_INTERES_CLI","CUMPLE_OBJ_PLAZO_MEDIO_INTERES","COSTE_DE_GRATUITO","RITMO_DE_VISITA_COMERCIAL","FORMACI_N_DE_SEGUROS","ANEXO_DE_CONTRATO_DE_AFILIACI","FAACTIVIDAD","FAANODEINICIODELNEGOCIO","FACARGODELFIRMANTE","FACIFRABRUTADENEGOCIO","FACOMPETENCIA1","FACOMPETENCIA2","FACOMPETENCIA3","FAFORMALEGAL","FANATURALEZADELLOCAL","FAORIGENDELPROSPECT","FASUPERFICIEDEVENTA","FASUPERFICIETOTAL","FAUBICACIONDELLOCAL","FAVOLUMENCONCOMPETENCIA1","FAVOLUMENCONCOMPETENCIA2","FAVOLUMENCONCOMPETENCIA3","FAVOLUMENDENEGOCIOACREDITO","TIPO","RECIBIDO_PRODUCCI_N_ESPECIAL","FINANCIADO_PRODUCCI_N_ESPECIAL","ALERTASECTOR","ALERTAPOSICION","ALERTAAGENCIA","INTERES_CLIENTE_TOTAL","TRC_TIENDA","TENDENCIA_DE_CRECIMIENTO_S_M_1","AGRUPACI_N_CADENAS","TENDENCIA_DE_CRECIMIENTO_M","TEND_AUT_RECIB","CONTADOR1_ACTIVIDAD_TT","CONTADOR_TT_TOTAL","FINANCIADO_TOTAL_ACTUAL","FECHA_REACTIVACION","REACTIVACI_N_POR_FAX","REACTIVACION_POR_FAX","DIAS_PARA_BAJA","ESTADO_DE_REACTIVACION","MEDIADOR_DE_SEGUROS_NO_ENTREGA","N_OPERACIONES_I_C","NUMERO_DE_APERTURAS_TARJETA_CO","FINANCIADO_TARJETA_TOTAL_PRODU","JIGSAW","DIA_HABIL_MES_FORMULAS_TENDENC","TOTAL_DIAS_HABILE_MES_FORMULAS","TT_FORMULAS_TENDENCIA","DIAS_HABILES_MES","TT_AUTOMATICA","TOTAL_D_AS_H_BILES_MES","DIAS_H_BILES_MES_TRANSCURRIDOS","NVENDEDOR_INTERNO","UNION_SFDC","SW_ACTIVIDAD_RECIBIDO","SW_ACTIVIDAD_PAGADO","SW_PDV_ACTIVO","MES_7","MES_8","CONTADOR2_ACTIVIDAD_TT","SICDESC","JIGSAWCOMPANYID","ACCOUNTSOURCE","DIAS_HABILES_MES_TRANSCURRIDOS","MES_9","MES_10","BIMES5","MES_11","MES_12","PRUEBAMESCONTADRO1","GESTOR_ZONA","MES_1","MES_2","MES_3","MES_4","MES_5","MES_6","BIMES1","BIMES2","BIMES3","CARTA_DE_PUBLICIDAD_FIRMADA","APELLIDOS_PERSONA_CONSULTADA_B","APELLIDOS_PERSONA_CONSULTADA_0","APELLIDOS_PERSONA_CONSULTADA_1","APELLIDOS_PERSONA_CONSULTADA_2","APELLIDOS_TITULAR_REAL_1","APELLIDOS_TITULAR_REAL_2","APELLIDOS_TITULAR_REAL_3","CARGO_1","CARGO_2","CARGO_3","CARGO_4","CARGO_TITULAR_REAL_1","CARGO_TITULAR_REAL_2","CARGO_TITULAR_REAL_3","DNI_TITULAR_REAL_1","DNI_TITULAR_REAL_2","DNI_TITULAR_REAL_3","DOMICILIO_FISCAL_TITULAR_REAL","DOMICILIO_FISCAL_TITULAR_REA0","DOMICILIO_FISCAL_TITULRA_REAL","FECHA_CONSULTA_PEP_Y_VIGILANCE","NACIONALIDAD_FIRMANTE","NACIONALIDAD_TITULAR_REAL_1","NACIONALIDAD_TITULAR_REAL_2","NACIONALIDAD_TITULAR_REAL_3","NOMBRE_PERSONA_CONSULTADA_BORM","NOMBRE_PERSONA_CONSULTADA_BOR0","NOMBRE_PERSONA_CONSULTADA_BOR1","NOMBRE_PERSONA_CONSULTADA_BOR2","NOMBRE_TITULAR_REAL_1","NOMBRE_TITULAR_REAL_2","NOMBRE_TITULAR_REAL_3","ORIGEN_REGISTRO","RESULTADO_CONSULTA_PEP","RESULTADO_CONSULTA_VIGILANCE","CONTRATO_BORME","PDV_ACTIVO_CUBO","MAIL_FACTURA_COMISIONES","CORREO_ELECTRONICO_TIENDA","NUEVATT","ANEXO_LOGALTY_APORTADO","TOTAL_DIAS_HABILES_MES_AGENCIA","TTAUTOMATICA_PDV","TENDENCIA","REALIZADO_M_12","CREC_VS_A_O_ANTERIOR","LETRA_CARTERA","NERO","FECHA_ULTIMA_VISITA","PAGE_COUNT","FECHA_DE_RECERTIFICACION","SCORING_RECERTIFICACION","ID_VENDEDOR","REACTIVABLE","NATURALEZA_JURIDICA_CIF_EXT","PROCESO_FK","PROFESION_FK","SW_PROF_REG_ESP","TIPO_DOC_ID_FK","WEB","COTIZACION_FK","FCH_CONSTITUCION","ID_VND_REVISION_ARCHIVOS_FK","OTROS_REVISION_ARCHIVO","SW_BANCO_SENSIBLE","SW_PARTICIPACION"
149674886,"I","X-149674886","","","RENTALL                  ","","012200000008eM9AAI","","","","","","","","","","","","","","","","","",,,"","","","","","00520000000otT7AAI",16-SEP-22,"00520000000otT7AAI",,"",23-MAR-24,,"",,,"","","","",,,,"","","","",,"",,,,,"","","","","","",,,"","","","","","","","",,,"","","","","","","","","","",,"",,"RENTING NUEVOS NEGOCIOS",,,"","",,"",,"","",,"",,"","",,"","","","","",,"","","","",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,"","","",,,,,,,,,,,,,"","","",,,,"9111451","","","","","","","","","","",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149713282,"I","X-149713282","","","AURACAR                                 ","","012200000008eM4AAI","","CL DEL POZO 6                 28860","PARACUELLOS DEL JARA     ","","","","CL DEL POZO 6                                               ","PARACUELLOS DEL JARA     ","","28860","","969231246 ","          ","","","","MOT",,0,"","",""," ","","00520000000otT7AAI",08-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000otT7AAI",23-MAR-24,,"B05471511 ",,,"","","","",,,,"","","","",0,"01822326540201551524",0,,,,"","","","","","",,,"","","","AURACAR SHIMA SL.                       ","","","","",,,"","","","","","","","","","3",0,"OK ",31,"",,,"","MOT",25-FEB-24,"",22-FEB-24,"","201H",3,"201",04-MAR-24,"0","",,"a092X00001Yq9wDQAR","a042X00000Z4glgQAB","0","","",,"","0012X00001ovBiFQAU","0012000000BTDAkAAP","X-145042123",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9104183","9200000","9305194",,,,,,,,,,,,,"H","","",,,,"2561561","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",74713,"",,1,,,2,"https://www.auracar.es/mazda",,06-MAY-21,,"",0,1
149713697,"I","X-149713697","","","DRIVER CAR                              ","","012200000008eM4AAI","","AV VELAZQUEZ 466              29004","MALAGA                   ","","","","CL ALORA  5                                                 ","MALAGA                   ","","29004","","          ","          ","","","","CYV",,0,"","",""," ","","00520000000otT7AAI",12-MAR-24,"00520000000nO54AAE",22-MAR-24,"00520000000otT7AAI",22-MAR-24,,"B05444286 ",,,"","","","",,,,"","","","",0,"00000000            ",0,,,,"","","","","","",,,"","","","DRIVING CUALITY CAR SL                  ","","","","",,,"","","","","","","","","","1",0,"REF",3,"",,,"","CYV",10-MAR-24,"",10-MAR-24,"","203F",3,"203",01-ENE-01,"0","",,"a092X00001oyKdOQAU","a042X00000clipYQAQ","0","","",,"","0012X00001rYrGXQA0","0012000000BTDAkAAP","0012000000EveKrAAJ",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9110743","9200000","0",,,,,,,,,,,,,"F","","",,,,"2563013","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",74868,"",,1,,,2,"",,29-ABR-21,,"",0,
149714583,"I","X-149714583","","","OPTICAS FLORIDA INCA                    ","","012200000008eM4AAI","","CL GRAN VIA DE COLOM 57       7300","INCA                     ","","","","CL GRAN VIA DE COLOM 57                                     ","INCA                     ","","7300","","871850205 ","          ","","","","OPT",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B57913477 ",,,"","","","",,,,"","","","",0,"21000945010200167513",0,,,,"","","","","","",,,"","","","FLOOK OPTICAL SL                        ","","","","",,,"","","","","","","","","","1",0,"OK ",1,"",,,"","OPT",21-MAR-24,"",21-MAR-24,"","450C",3,"450",01-ENE-01,"0","",,"a0920000001vCX6AAM","a042000000B8MwQAAV","0","","",,"","0012000000BT9FhAAL","0012000000BT9fQAAT","0017T00000Xmj4OQAR",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9200403","9306895",,,,,,,,,,,,,"C","","",,,,"2563708","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714584,"I","X-149714584","","","MOBLES Y DISSENY LA RASA SL DSOFASS     ","","012200000008eM4AAI","","CL PASSEIG 22 DE JULIOL  250  8221","TERRASSA                 ","","","","CL NOU DE SANT PERE  1        PL. SARAGOSSA                 ","TERRASSA                 ","","8221","","          ","          ","","","","",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B65178204 ",,,"","","","",,,,"","","","",0,"00810043810001168826",0,,,,"","","","","","",,,"","","","MOBLES Y DISSENY LA RASA SL             ","","","","",,,"","","","","","","","","","1",0,"OK ",1,"",,,"","MB ",21-MAR-24,"",21-MAR-24,"","450H",3,"450",01-ENE-01,"0","",,"a0920000001vCX6AAM","a042000000HSf6tAAD","0","","",,"","0012000000BT9FhAAL","0012000000s9pAEAAY","0012000000s9pAdAAI",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9235540","9306564",,,,,,,,,,,,,"H","","",,,,"2563773","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714585,"I","X-149714585","","","HOME INTERIORS                          ","","012200000008eM4AAI","","CL PASSEIG 22 DE JULIOL  250  8221","TERRASSA                 ","","","","CR CARRETERA RELLINARS 1 .                                  ","TERRASSA                 ","","8225","","          ","          ","","","","",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B65178204 ",,,"","","","",,,,"","","","",0,"00810043810001168826",0,,,,"","","","","","",,,"","","","MOBLES Y DISSENY LA RASA SL             ","","","","",,,"","","","","","","","","","1",0,"OK ",1,"",,,"","MB ",21-MAR-24,"",21-MAR-24,"","450H",3,"450",01-ENE-01,"0","",,"a0920000001vCX6AAM","a042000000HSf6tAAD","0","","",,"","0012000000BT9FhAAL","0012000000s9pAEAAY","0012000000s9pAdAAI",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9235540","9306564",,,,,,,,,,,,,"H","","",,,,"2563799","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714586,"I","X-149714586","","","KAVE HOME TERRASSA                      ","","012200000008eM4AAI","","CL PASSEIG 22 DE JULIOL  250  8221","TERRASSA                 ","","","","CR CARRETERA RELLINARS  65                                  ","TERRASSA                 ","","8225","","          ","          ","","","","",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B65178204 ",,,"","","","",,,,"","","","",0,"00810043810001168826",0,,,,"","","","","","",,,"","","","MOBLES Y DISSENY LA RASA SL             ","","","","",,,"","","","","","","","","","1",0,"OK ",1,"",,,"","MB ",21-MAR-24,"",21-MAR-24,"","450H",3,"450",01-ENE-01,"0","",,"a0920000001vCX6AAM","a042000000HSf6tAAD","0","","",,"","0012000000BT9FhAAL","0012000000s9pAEAAY","0012000000s9pAdAAI",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9235540","9306564",,,,,,,,,,,,,"H","","",,,,"2563781","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714587,"I","X-149714587","","","FUTURVENT PVC                           ","","012200000008eM4AAI","","CL CONSTANTINO 56             6800","MERIDA                   ","","","","CL TRABAJO 6                                                ","SEVILLA                  ","","41010","","          ","          ","","","","REF",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B13729090 ",,,"","","","",,,,"","","","",0,"00495247882616970195",0,,,,"","","","","","",,,"","","","FUTURVENT PVC SL                        ","","","","",,,"","","","","","","","","","1",0,"PRO",2,"",,,"","REF",21-MAR-24,"",21-MAR-24,"","452E",3,"452",01-ENE-01,"0","",,"a0920000003DYKKAA4","a04w000000OtvCUAAZ","0","","",,"","001w000001cG5DuAAK","0012000000BT9fPAAT","0012000000EveKrAAJ",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9110156","9200395","0",,,,,,,,,,,,,"E","","",,,,"2563807","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714588,"I","X-149714588","","","MUEBLES SARRIA SELECCION                ","","012200000008eM4AAI","","PJ PASAJE AMORES  12          41003","SEVILLA                  ","","","","AV AVENIDA ADOLFO SUAREZ  4   LOCAL                         ","DOS HERMANAS             ","","41704","","954842000 ","          ","","","","COC",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B90447434 ",,,"","","","",,,,"","","","",0,"21030716900030012008",0,,,,"","","","","","",,,"","","","J&J MOBILIARIO PERSONALIZADO SL         ","","","","",,,"","","","","","","","","","1",0,"OK ",2,"",,,"","COC",21-MAR-24,"",21-MAR-24,"","452G",3,"452",01-ENE-01,"0","",,"a0920000003DYKKAA4","a04w000000OtvCYAAZ","0","","",,"","0012000000BT9FhAAL","0012000000SPWbDAAX","0012000000EveKrAAJ",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9232935","0",,,,,,,,,,,,,"G","","",,,,"2563815","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714589,"I","X-149714589","","","DECCO HOGAR                             ","","012200000008eM4AAI","","CL MARQUES DE LOS VELEZ  5    52006","MELILLA                  ","","","","CL MARQUES DE LOS VELEZ  5                                  ","MELILLA                  ","","52006","","          ","          ","","","","",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B52036316 ",,,"","","","",,,,"","","","",0,"00492506102114239124",0,,,,"","","","","","",,,"","","","DECCO HOGAR MELILLA SL                  ","","","","",,,"","","","","","","","","","1",0,"OK ",2,"",,,"","MB ",21-MAR-24,"",21-MAR-24,"","452D",3,"452",01-ENE-01,"0","",,"a0920000003DYKKAA4","a04w000000OtvCVAAZ","0","","",,"","0012000000BT9FhAAL","0012000000BTDAkAAP","0012000000WDny2AAD",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9200000","9305772",,,,,,,,,,,,,"D","","",,,,"2563823","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
149714590,"I","X-149714590","","","YO TE AMUEBLO                           ","","012200000008eM4AAI","","CL CASTELLON 25               46910","ALFAFAR                  ","","","","CL CASTELLON 25                                             ","ALFAFAR                  ","","46910","","          ","          ","","","","",,0,"","",""," ","","00520000000otT7AAI",23-MAR-24,"00520000000nO54AAE",23-MAR-24,"00520000000nO54AAE",23-MAR-24,,"B98902067 ",,,"","","","",,,,"","","","",0,"00811324030001123920",0,,,,"","","","","","",,,"","","","REDWOOD HABITALIA SL                    ","","","","",,,"","","","","","","","","","1",0,"OK ",4,"",,,"","MB ",21-MAR-24,"",21-MAR-24,"","456B",3,"456",01-ENE-01,"0","",,"a0920000001vCX9AAM","a0420000005zUwTAAU","0","","",,"","0012000000BT9FhAAL","0012000000s9pAEAAY","0012000000G2HhcAAF",,,"",,,,,,,,,,,,,,,,,,,,,,"",,,"","          ","                                        ",,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,"",,,"9100678","9235540","9304445",,,,,,,,,,,,,"B","","",,,,"2563716","","","","","","","","","","400",,,,,,,,,,,,"",,,,,,,,,,,"",,"","","","",,,"","","",,"",,"","","","","","",,,"",,,,,"",,,"","","",,,,"",,,,,,,"","",,"","",,,,"",,,,,,,,"",,,,,,,,"","","",,,,,,,"","",,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","",,"","",,"",,,,,,"","",,,,"",,"",,,,,,"",,,,"",,
